"Rec No","Daily Record Id","Sup Id","Date","No Of Days Covered","Serial No","Product1","Product2","Product3","Product4","Product5","Fuel Sales Qty1","Fuel Sales Qty2","Fuel Sales Qty3","Fuel Sales Qty4","Fuel Sales Qty5"
       25008,          171,            0," 7/25/2020",   1,     171,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,535.41",          0.00,        931.20,        219.87,          0.00
       25009,          172,            0," 7/25/2020",   1,     172,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,574.07",          0.00,        173.93,        168.10,          0.00
       25010,          173,            0," 7/26/2020",   1,     173,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,347.49",          0.00,        803.60,        217.12,          0.00
       25011,          174,            0," 7/26/2020",   1,     174,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,104.24",          0.00,        354.18,        128.87,          0.00
       25012,          175,            0," 7/27/2020",   1,     175,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,306.77",          0.00,        663.91,        185.28,          0.00
       25013,          176,            0," 7/27/2020",   0,     176,,,,,,          0.00,          0.00,          0.00,          0.00,          0.00
       25014,          177,            0," 7/28/2020",   1,     177,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,348.04",          0.00,"      1,474.50",        140.32,          0.00
       25015,          178,            0," 7/28/2020",   1,     178,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,977.48",          0.00,        384.94,         94.00,          0.00
       25016,          179,            0," 7/29/2020",   1,     179,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,926.86",          0.00,"      1,369.58",        144.88,          0.00
       25017,          180,            0," 7/29/2020",   1,     180,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,601.68",          0.00,        546.11,        158.33,          0.00
       25018,          181,            0," 7/30/2020",   1,     181,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,184.91",          0.00,        813.88,        219.03,          0.00
       25019,          182,            0," 7/30/2020",   1,     182,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,411.26",          0.00,        277.57,        197.36,          0.00
       25020,          183,            0," 7/31/2020",   1,     183,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,287.72",          0.00,"      1,508.19",        863.01,          0.00
       25021,          184,            0," 7/31/2020",   1,     184,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,511.36",          0.00,        341.68,        246.17,          0.00
       25022,          185,            0," 8/01/2020",   1,     185,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,351.98",          0.00,"      1,000.29",        223.58,          0.00
       25023,          186,            0," 8/01/2020",   1,     186,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,476.45",          0.00,        388.48,        268.20,          0.00
       25024,          187,            0," 8/02/2020",   1,     187,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,267.05",          0.00,        638.54,        132.31,          0.00
       25025,          188,            0," 8/02/2020",   1,     188,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,330.47",          0.00,        238.12,         59.64,          0.00
       25026,          189,            0," 8/03/2020",   1,     189,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,395.50",          0.00,"      1,002.02",        301.95,          0.00
       25027,          190,            0," 8/03/2020",   1,     190,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,142.41",          0.00,        392.72,        285.35,          0.00
       25028,          191,            0," 8/04/2020",   1,     191,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,594.83",          0.00,"      1,307.65",        142.27,          0.00
       25029,          192,            0," 8/04/2020",   1,     192,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,041.52",          0.00,        356.47,        173.85,          0.00
       25030,          193,            0," 8/05/2020",   1,     193,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,985.64",          0.00,"      1,134.86",        203.51,          0.00
       25031,          194,            0," 8/05/2020",   1,     194,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,652.37",          0.00,        691.24,        229.32,          0.00
       25032,          195,            0," 8/06/2020",   1,     195,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,056.62",          0.00,        969.84,        120.61,          0.00
       25033,          196,            0," 8/06/2020",   1,     196,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,970.76",          0.00,        433.00,        224.42,          0.00
       25034,          197,            0," 8/07/2020",   1,     197,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,364.35",          0.00,"      1,383.78",        370.86,          0.00
       25035,          198,            0," 8/07/2020",   1,     198,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,701.53",          0.00,        480.27,         57.19,          0.00
       25036,          199,            0," 8/08/2020",   1,     199,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,349.45",          0.00,"      1,094.71",        195.27,          0.00
       25037,          200,            0," 8/08/2020",   1,     200,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,439.84",          0.00,        419.95,        311.68,          0.00
       25038,          201,            0," 8/09/2020",   1,     201,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,012.30",          0.00,        241.02,        182.08,          0.00
       25039,          202,            0," 8/09/2020",   1,     202,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,157.20",          0.00,        265.67,         25.92,          0.00
       25040,          203,            0," 8/10/2020",   1,     203,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,500.95",          0.00,        680.43,        249.17,          0.00
       25041,          204,            0," 8/10/2020",   1,     204,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,786.77",          0.00,        366.02,        270.76,          0.00
       25042,          205,            0," 8/11/2020",   1,     205,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,265.08",          0.00,        958.55,        233.69,          0.00
       25043,          206,            0," 8/11/2020",   1,     206,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,646.73",          0.00,        310.28,          6.87,          0.00
       25044,          207,            0," 8/12/2020",   1,     207,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,055.56",          0.00,        713.58,        331.09,          0.00
       25045,          208,            0," 8/12/2020",   1,     208,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,724.28",          0.00,        728.17,         23.75,          0.00
       25046,          209,            0," 8/13/2020",   1,     209,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,310.50",          0.00,        634.64,        130.17,          0.00
       25047,          210,            0," 8/13/2020",   1,     210,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,934.20",          0.00,        648.92,        269.12,          0.00
       25048,          211,            0," 8/14/2020",   0,     211,,,,,,          0.00,          0.00,          0.00,          0.00,          0.00
       25049,          212,            0," 8/14/2020",   1,     212,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,303.37",          0.00,        495.65,        252.35,          0.00
       25050,          213,            0," 8/15/2020",   1,     213,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,730.05",          0.00,        694.49,        109.02,          0.00
       25051,          214,            0," 8/15/2020",   1,     214,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,425.39",          0.00,        354.66,         40.52,          0.00
       25052,          215,            0," 8/16/2020",   1,     215,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,953.67",          0.00,        446.92,        154.83,          0.00
       25053,          216,            0," 8/16/2020",   1,     216,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,494.41",          0.00,        103.92,         55.92,          0.00
       25054,          217,            0," 8/17/2020",   1,     217,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,212.32",          0.00,        579.81,        176.78,          0.00
       25055,          218,            0," 8/17/2020",   1,     218,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,782.19",          0.00,        420.68,        213.15,          0.00
       25056,          219,            0," 8/18/2020",   1,     219,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,139.71",          0.00,"      1,023.27",        154.48,          0.00
       25057,          220,            0," 8/18/2020",   1,     220,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,644.95",          0.00,        353.70,         94.76,          0.00
       25058,          221,            0," 8/19/2020",   1,     221,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,790.57",          0.00,        870.91,        250.54,          0.00
       25059,          222,            0," 8/19/2020",   1,     222,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,021.21",          0.00,        435.69,        114.66,          0.00
       25060,          223,            0," 8/20/2020",   1,     223,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,169.04",          0.00,"      1,887.57",        162.76,          0.00
       25061,          224,            0," 8/20/2020",   1,     224,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,837.22",          0.00,        312.48,         76.75,          0.00
       25062,          225,            0," 8/21/2020",   1,     225,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,688.80",          0.00,        961.96,        183.16,          0.00
       25063,          226,            0," 8/21/2020",   1,     226,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,125.96",          0.00,        385.29,         90.14,          0.00
       25064,          227,            0," 8/22/2020",   1,     227,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,191.58",          0.00,        453.88,        389.72,          0.00
       25065,          228,            0," 8/22/2020",   1,     228,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,592.33",          0.00,        483.06,         19.59,          0.00
       25066,          229,            0," 8/23/2020",   1,     229,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,325.91",          0.00,        494.23,        122.81,          0.00
       25067,          230,            0," 8/23/2020",   1,     230,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,180.63",          0.00,        415.75,         67.82,          0.00
       25068,          231,            0," 8/24/2020",   1,     231,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,492.40",          0.00,        846.24,        233.36,          0.00
       25069,          232,            0," 8/24/2020",   1,     232,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,797.98",          0.00,        664.93,        129.23,          0.00
       25070,          233,            0," 8/25/2020",   1,     233,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,276.25",          0.00,        514.71,        116.52,          0.00
       25071,          234,            0," 8/25/2020",   1,     234,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      1,789.03",          0.00,        342.84,        110.46,          0.00
       25072,          235,            0," 8/26/2020",   1,     235,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,085.23",          0.00,        983.50,        167.76,          0.00
       25073,          236,            0," 8/26/2020",   1,     236,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,278.38",          0.00,        392.45,         67.38,          0.00
       25074,          237,            0," 8/27/2020",   1,     237,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,427.68",          0.00,        518.78,        102.13,          0.00
       25075,          238,            0," 8/27/2020",   1,     238,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,467.03",          0.00,        623.39,        218.28,          0.00
       25076,          239,            0," 8/28/2020",   1,     239,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      3,314.24",          0.00,"      1,095.06",        668.48,          0.00
       25077,          240,            0," 8/28/2020",   1,     240,"UNLEADED","KEROSENE","DIESEL","V-POWER",,"      2,007.64",          0.00,        442.69,        184.78,          0.00
